sequence_id,timestamp,frame,posture_label,fall_detected,confidence,other_labels,body_height,torso_angle,hip_height
adl-01-cam0-rgb,1782844808.9070437,132,Lying,False,0.65,"horizontal_span,slow_lie",0.20333689743286876,31.560761068796673,0.3099973201751709
adl-01-cam0-rgb,1782844808.9482758,133,Lying,False,0.65,"horizontal_span,slow_lie",0.20402009767940862,31.854684446073207,0.3060545325279236
adl-01-cam0-rgb,1782844808.9892755,134,Lying,False,0.65,"compressed_sitting,slow_lie",0.21596352516967032,29.215143993289868,0.30825522541999817
adl-01-cam0-rgb,1782844809.0308228,135,Lying,False,0.65,"horizontal_span,slow_lie",0.2046248944423226,29.60886663786851,0.3091581165790558
adl-01-cam0-rgb,1782844809.072843,136,Lying,False,0.65,"horizontal_span,slow_lie",0.20314924607934226,30.18145371613445,0.2987539768218994
adl-01-cam0-rgb,1782844809.114436,137,Lying,False,0.65,"compressed_sitting,slow_lie",0.21002999645304468,32.04477526437776,0.3134155869483948
adl-01-cam0-rgb,1782844809.159082,138,Lying,False,0.65,"horizontal_span,slow_lie",0.19774676666444668,29.901296940946086,0.3033905029296875
adl-01-cam0-rgb,1782844809.2009199,139,Lying,False,0.65,"horizontal_span,slow_lie",0.19220879556613718,30.85109282758299,0.3025752902030945
adl-01-cam0-rgb,1782844809.2501044,140,Lying,False,0.65,"compressed_sitting,slow_lie",0.2099591930107162,31.716264109742987,0.3173869252204895
adl-01-cam0-rgb,1782844809.298106,141,Sitting,False,0.62,compressed_sitting,0.218068529015054,31.233844536323264,0.31570959091186523
adl-01-cam0-rgb,1782844809.3675845,142,Lying,False,0.65,"horizontal_span,slow_lie",0.19077511619341753,28.710351791555805,0.296631783246994
adl-01-cam0-rgb,1782844809.4141774,143,Lying,False,0.65,"compressed_sitting,slow_lie",0.20942720181114516,29.16803413031404,0.30270907282829285
adl-01-cam0-rgb,1782844809.4645073,144,Lying,False,0.65,"horizontal_span,slow_lie",0.19517618496177822,29.474084838660517,0.2980494797229767
adl-01-cam0-rgb,1782844809.506896,145,Lying,False,0.65,"horizontal_span,slow_lie",0.19788544140064784,29.732573693979003,0.298547625541687
adl-01-cam0-rgb,1782844809.5654042,146,Lying,False,0.65,"horizontal_span,slow_lie",0.19151966064317552,29.701321024748257,0.29836422204971313
adl-01-cam0-rgb,1782844809.6159377,147,Lying,False,0.65,"compressed_sitting,slow_lie",0.2090378135567226,30.715109832941195,0.3164577782154083
adl-01-cam0-rgb,1782844809.6761777,148,Lying,False,0.65,"horizontal_span,slow_lie",0.19989950765666034,29.618913070563817,0.3019263744354248
adl-01-cam0-rgb,1782844809.7207165,149,Lying,False,0.65,"horizontal_span,slow_lie",0.19697096755170324,30.35816577035714,0.3017369508743286
adl-01-cam0-rgb,1782844809.7717278,150,Lying,False,0.65,"compressed_sitting,slow_lie",0.2134113751562996,33.41186689895531,0.3154624104499817
adl-02-cam0-rgb,1782844809.8362327,1,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844809.8592339,2,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844809.8852324,3,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844809.9092674,4,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844809.932798,5,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844809.955791,6,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844809.9787915,7,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.0017936,8,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.026303,9,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.0523095,10,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.0773075,11,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.1153128,12,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.14179,13,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.1634874,14,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.1854606,15,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.208735,16,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.2303061,17,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.251301,18,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.2799516,19,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.307964,20,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.3364713,21,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.3636298,22,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.389056,23,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.4110684,24,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.4345713,25,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.4556913,26,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.4787405,27,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.5027518,28,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.5266538,29,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.5487883,30,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.5710306,31,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.5932682,32,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.6168048,33,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.641273,34,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.663269,35,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.6882696,36,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.715282,37,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.7378206,38,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.7628174,39,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.7848163,40,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.8118227,41,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-02-cam0-rgb,1782844810.841071,42,Unknown,False,0.62,compressed_sitting,0.3464712316920537,0.6782965629157427,0.48057523369789124
adl-02-cam0-rgb,1782844810.890076,43,Sitting,False,0.62,compressed_sitting,0.343293254965871,2.156687962956679,0.48724302649497986
adl-02-cam0-rgb,1782844810.9414709,44,Sitting,False,0.62,compressed_sitting,0.32866369060121214,4.240269376636198,0.4947647452354431
adl-02-cam0-rgb,1782844810.9850657,45,Sitting,False,0.62,compressed_sitting,0.3374577919374452,4.503066580650447,0.489266037940979
adl-02-cam0-rgb,1782844811.02931,46,Sitting,False,0.62,compressed_sitting,0.3549568126256621,4.326468670294048,0.4942515790462494
adl-02-cam0-rgb,1782844811.0754542,47,Sitting,False,0.62,compressed_sitting,0.34279994375337375,4.600049249415931,0.5005733668804169
adl-02-cam0-rgb,1782844811.121221,48,Sitting,False,0.62,compressed_sitting,0.325214076521547,3.582564909576423,0.49936310946941376
adl-02-cam0-rgb,1782844811.167584,49,Sitting,False,0.62,compressed_sitting,0.33322597077516664,4.360811479773214,0.4967346787452698
adl-02-cam0-rgb,1782844811.2092922,50,Sitting,False,0.62,compressed_sitting,0.323181101765286,4.004399921560114,0.5017391890287399
adl-02-cam0-rgb,1782844811.2527983,51,Sitting,False,0.62,compressed_sitting,0.31081182574024335,2.450467077226914,0.5027599781751633
adl-02-cam0-rgb,1782844811.3005242,52,Sitting,False,0.62,compressed_sitting,0.3134141999868741,2.16108068656867,0.5005247592926025
adl-02-cam0-rgb,1782844811.3467922,53,Sitting,False,0.62,compressed_sitting,0.32033560298705477,2.2310296341604023,0.49724894762039185
adl-02-cam0-rgb,1782844811.3907986,54,Sitting,False,0.62,compressed_sitting,0.3247665795270879,3.4988022405253716,0.4965313971042633
adl-02-cam0-rgb,1782844811.4323273,55,Sitting,False,0.62,compressed_sitting,0.31838750025946694,1.373134589334562,0.49925923347473145
adl-02-cam0-rgb,1782844811.475313,56,Sitting,False,0.62,compressed_sitting,0.3248102901437684,1.6705634230313484,0.4966587722301483
adl-02-cam0-rgb,1782844811.5178251,57,Sitting,False,0.62,compressed_sitting,0.3274988694602656,1.9428339755947142,0.499263659119606
adl-02-cam0-rgb,1782844811.5613434,58,Sitting,False,0.62,compressed_sitting,0.32816377310108363,1.092807894292419,0.49874113500118256
adl-02-cam0-rgb,1782844811.6083713,59,Sitting,False,0.62,compressed_sitting,0.3237984912229827,1.2522471391522085,0.49949146807193756
adl-02-cam0-rgb,1782844811.6492958,60,Sitting,False,0.62,compressed_sitting,0.3316042188875182,0.7001450495702773,0.4994678199291229
adl-02-cam0-rgb,1782844811.6948323,61,Sitting,False,0.62,compressed_sitting,0.3223298165410331,0.08804665271424,0.497478187084198
