sequence_id,timestamp,frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,posture_label,other_labels
adl-01-cam0-rgb,1782844803.4627614,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844803.4887486,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844803.5142696,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844803.5402715,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844803.5612748,15,0.7192513942718506,0.3234695792198181,0.7241345643997192,0.31384801864624023,0.7264507412910461,0.3137957453727722,0.7288982272148132,0.3136516809463501,0.7193810939788818,0.31317225098609924,0.7183109521865845,0.3127126693725586,0.7172539830207825,0.3121821880340576,0.7359523177146912,0.31695592403411865,0.7201173901557922,0.31502121686935425,0.7245030999183655,0.33319950103759766,0.7182169556617737,0.33245962858200073,0.7546369433403015,0.3614351153373718,0.7113422751426697,0.3716120719909668,0.7606247067451477,0.4347923696041107,0.6987804174423218,0.44632360339164734,0.740605354309082,0.49821344017982483,0.6867032051086426,0.5083968639373779,0.7355293035507202,0.517304539680481,0.6860088109970093,0.523628294467926,0.7273350954055786,0.5122281908988953,0.6879310011863708,0.5216041803359985,0.727301299571991,0.5080775022506714,0.6900285482406616,0.5146255493164062,0.7447817921638489,0.5081729888916016,0.714583158493042,0.5068150162696838,0.7448443174362183,0.6091116070747375,0.7062118649482727,0.598513126373291,0.7625525593757629,0.6998457312583923,0.7032452821731567,0.6895386576652527,0.7663912773132324,0.7103634476661682,0.7077564597129822,0.7040930986404419,0.7620332837104797,0.7346410751342773,0.6829208135604858,0.7142747640609741,Unknown,compressed_sitting
adl-01-cam0-rgb,1782844803.615404,16,0.7168181538581848,0.31849080324172974,0.7224987149238586,0.31019270420074463,0.7251098155975342,0.31035667657852173,0.7277457118034363,0.31048983335494995,0.7165631651878357,0.3093593716621399,0.7151457667350769,0.30901604890823364,0.7138177156448364,0.3085924983024597,0.7337836623191833,0.3149701952934265,0.7160549759864807,0.3127588927745819,0.7222940325737,0.32871660590171814,0.7146677374839783,0.3278149962425232,0.7530737519264221,0.36016982793807983,0.7040025591850281,0.3754878640174866,0.7592698335647583,0.43639060854911804,0.6948102712631226,0.4480755925178528,0.744031548500061,0.49816930294036865,0.6831862330436707,0.5091304183006287,0.739450216293335,0.5190258026123047,0.6789554953575134,0.5266133546829224,0.7318914532661438,0.5150425434112549,0.6807596683502197,0.5260900259017944,0.7306791543960571,0.5089122653007507,0.6847935914993286,0.5197605490684509,0.7439244985580444,0.5060514211654663,0.7096165418624878,0.5110346078872681,0.7483667731285095,0.6144318580627441,0.7026746869087219,0.6009421348571777,0.7643572688102722,0.693915843963623,0.7050155401229858,0.6955851316452026,0.7676255702972412,0.7008878588676453,0.7134463787078857,0.7070330381393433,0.7676758766174316,0.7289994955062866,0.6921077370643616,0.7179886102676392,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844803.6668203,17,0.710710883140564,0.3202795386314392,0.7162273526191711,0.3106156587600708,0.7188684940338135,0.3104400634765625,0.7215576171875,0.3102426528930664,0.7103225588798523,0.31016403436660767,0.7089221477508545,0.3097383379936218,0.7075836062431335,0.30926764011383057,0.72840815782547,0.3147110939025879,0.7098567485809326,0.31296348571777344,0.7161340117454529,0.32970377802848816,0.7082850337028503,0.32957759499549866,0.7493184804916382,0.35985565185546875,0.6994048953056335,0.37631863355636597,0.7556241154670715,0.43323570489883423,0.6893194913864136,0.45151153206825256,0.7460409998893738,0.4984148144721985,0.6755342483520508,0.521764874458313,0.7449573874473572,0.5180301666259766,0.6725546717643738,0.5407755970954895,0.7379738092422485,0.5157338380813599,0.6740676760673523,0.5410218834877014,0.7366491556167603,0.5103440880775452,0.6781207919120789,0.5332695245742798,0.737769603729248,0.5105465054512024,0.7039811611175537,0.5155872702598572,0.7446847558021545,0.6189162731170654,0.7016559839248657,0.6026057004928589,0.7593221664428711,0.718416154384613,0.710273027420044,0.695928692817688,0.7658413052558899,0.7306712865829468,0.7177792191505432,0.7088955640792847,0.7536610960960388,0.7549035549163818,0.6881996989250183,0.7236336469650269,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844803.7109208,18,0.70954829454422,0.3221076726913452,0.7148388624191284,0.3117310404777527,0.7178905606269836,0.3115549087524414,0.7209022641181946,0.31147485971450806,0.706981360912323,0.3122158646583557,0.7048176527023315,0.3123745918273926,0.7028762698173523,0.3125388026237488,0.7264910936355591,0.314238965511322,0.7030165195465088,0.3164566159248352,0.7161800265312195,0.33233752846717834,0.7063772082328796,0.3322550654411316,0.7474625110626221,0.36476433277130127,0.6922839283943176,0.3780841827392578,0.7533220052719116,0.4387610852718353,0.683769702911377,0.4491700530052185,0.745631754398346,0.5008065104484558,0.6730854511260986,0.5103896856307983,0.742682933807373,0.5221072435379028,0.6675374507904053,0.530087947845459,0.7361375093460083,0.5199240446090698,0.6703596711158752,0.5296919941902161,0.7354844212532043,0.513699471950531,0.674145519733429,0.5229339003562927,0.7362024188041687,0.510959804058075,0.6993833780288696,0.5133610367774963,0.7403210997581482,0.6144009828567505,0.6962526440620422,0.6038855314254761,0.7518472671508789,0.704279363155365,0.7023402452468872,0.6954218745231628,0.7545592188835144,0.7126522660255432,0.7109267711639404,0.7064281105995178,0.7563852071762085,0.7407083511352539,0.6937530636787415,0.72640460729599,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844803.7970726,19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844803.8380735,20,0.7031466364860535,0.31186652183532715,0.7080131769180298,0.3034105598926544,0.7105158567428589,0.3033645749092102,0.7129260301589966,0.30327653884887695,0.7011088132858276,0.3031979203224182,0.6988518238067627,0.3029501140117645,0.6967313289642334,0.30258363485336304,0.7177523970603943,0.30792808532714844,0.6952704787254333,0.3067750930786133,0.7075337767601013,0.32176560163497925,0.6986948847770691,0.3223385214805603,0.7387810945510864,0.3595282733440399,0.6764254570007324,0.3707192540168762,0.7537602186203003,0.4324108362197876,0.6673660278320312,0.44586074352264404,0.7507721781730652,0.496040403842926,0.6641980409622192,0.5110918879508972,0.7518643140792847,0.5181201696395874,0.66047602891922,0.5271204113960266,0.7449913024902344,0.5163673162460327,0.6637422442436218,0.5254272222518921,0.7428656816482544,0.5100988149642944,0.6668117046356201,0.5213431715965271,0.7321265339851379,0.5116152167320251,0.6907032132148743,0.5175493359565735,0.7422661781311035,0.6212401390075684,0.6978458762168884,0.6189237833023071,0.7525941133499146,0.7280631065368652,0.7271613478660583,0.7220045924186707,0.7546405792236328,0.740470290184021,0.7343111634254456,0.7348254919052124,0.7569706439971924,0.7672420740127563,0.7191797494888306,0.7590385675430298,Unknown,compressed_sitting
adl-01-cam0-rgb,1782844803.8920715,21,0.6985064744949341,0.31239795684814453,0.7042282819747925,0.3030321002006531,0.7068318128585815,0.3030049204826355,0.7092404961585999,0.30303800106048584,0.6964815855026245,0.30246177315711975,0.6939771175384521,0.301986962556839,0.6915574073791504,0.30144646763801575,0.7142184376716614,0.3082680106163025,0.689726710319519,0.3049818277359009,0.7031091451644897,0.3221885561943054,0.693560779094696,0.3211251497268677,0.7344273328781128,0.35560762882232666,0.6691556572914124,0.3671995997428894,0.749576210975647,0.42892393469810486,0.6616544723510742,0.44083404541015625,0.7548967599868774,0.49359357357025146,0.6589007377624512,0.5062340497970581,0.7591498494148254,0.5168291330337524,0.6550988554954529,0.5243963003158569,0.7525736093521118,0.5162177085876465,0.6580272912979126,0.5235633254051208,0.748925507068634,0.5101230144500732,0.661504328250885,0.5182330012321472,0.7276126146316528,0.508184552192688,0.6878555417060852,0.5123494267463684,0.7350203394889832,0.6081045269966125,0.6919241547584534,0.6046598553657532,0.7493017911911011,0.7096112966537476,0.7065166234970093,0.701937198638916,0.7501810789108276,0.7221702933311462,0.7102165818214417,0.7121644020080566,0.7577870488166809,0.7443332672119141,0.6984434127807617,0.7329797744750977,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844803.949619,22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844803.994638,23,0.6909204125404358,0.3074151575565338,0.6961342096328735,0.2981838583946228,0.6989621520042419,0.298183411359787,0.7016741037368774,0.29815444350242615,0.6886347532272339,0.2976023554801941,0.6863396763801575,0.2971689701080322,0.6840777397155762,0.2966702878475189,0.7069590091705322,0.30315151810646057,0.6825528740882874,0.30108949542045593,0.6958367824554443,0.3172857165336609,0.686505913734436,0.3170658349990845,0.7298321723937988,0.35556989908218384,0.6627426147460938,0.3642161786556244,0.7468289136886597,0.4275696575641632,0.6564669609069824,0.43999314308166504,0.7532507181167603,0.4960908889770508,0.65104079246521,0.4998180866241455,0.7569429278373718,0.5173746347427368,0.648146390914917,0.5211099982261658,0.7512996792793274,0.5174136161804199,0.65019291639328,0.5198065042495728,0.7477817535400391,0.5098854303359985,0.6527488827705383,0.5131460428237915,0.7230132222175598,0.49872738122940063,0.6819173097610474,0.5041857957839966,0.7217038869857788,0.5979862809181213,0.6904159188270569,0.6016809940338135,0.7388490438461304,0.689957320690155,0.6931284070014954,0.6811656355857849,0.7385193109512329,0.7020940780639648,0.7014606595039368,0.6890371441841125,0.7463325262069702,0.7199111580848694,0.6890287399291992,0.7070605754852295,Unknown,compressed_sitting
adl-01-cam0-rgb,1782844804.042181,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Unknown,missing_upper_body_keypoints
adl-01-cam0-rgb,1782844804.0682113,25,0.6887813806533813,0.3051033914089203,0.6932401657104492,0.29655134677886963,0.6958962082862854,0.2965077757835388,0.698431134223938,0.29648083448410034,0.6856828927993774,0.29688626527786255,0.683253288269043,0.2970198392868042,0.680936872959137,0.29714593291282654,0.7025368213653564,0.3006783127784729,0.6794054508209229,0.3008500337600708,0.6941108703613281,0.314916729927063,0.6847967505455017,0.31530264019966125,0.7251660227775574,0.3483719825744629,0.6596834063529968,0.3612474203109741,0.7430208325386047,0.4208555817604065,0.6498750448226929,0.4361361563205719,0.7501934170722961,0.4890969395637512,0.644171416759491,0.5001986026763916,0.7526910901069641,0.5122439861297607,0.640542209148407,0.5204929709434509,0.7475287914276123,0.5120343565940857,0.6445162296295166,0.5186222791671753,0.7446918487548828,0.5054653882980347,0.6474000811576843,0.5125720500946045,0.7164345383644104,0.4917694926261902,0.6751731634140015,0.4953041970729828,0.7141519784927368,0.6004498600959778,0.6869956254959106,0.597665011882782,0.7127619981765747,0.6917229890823364,0.7010917067527771,0.6958865523338318,0.7101153135299683,0.7046018242835999,0.6975283622741699,0.7063291668891907,0.717029869556427,0.7244018912315369,0.7006521224975586,0.7291107177734375,Unknown,compressed_sitting
adl-01-cam0-rgb,1782844804.1099625,26,0.6876198649406433,0.3025527000427246,0.6919586062431335,0.2929483950138092,0.6947354674339294,0.2928779721260071,0.6974696516990662,0.29276999831199646,0.6839709281921387,0.2932254672050476,0.6812873482704163,0.2931656241416931,0.6787039637565613,0.29312342405319214,0.7022053599357605,0.2977536916732788,0.6751196980476379,0.2975652813911438,0.6930084228515625,0.31256669759750366,0.682432234287262,0.31281137466430664,0.7236356139183044,0.3492071330547333,0.6545803546905518,0.3588089644908905,0.7415492534637451,0.4265235662460327,0.6438187956809998,0.4338827133178711,0.7500920295715332,0.4953876733779907,0.6405075192451477,0.5001125335693359,0.7538819909095764,0.5162427425384521,0.6373575329780579,0.5219356417655945,0.7477567195892334,0.5155443549156189,0.6410804986953735,0.5196123123168945,0.7446091771125793,0.5094211101531982,0.6447381973266602,0.5133056640625,0.7150824069976807,0.495475709438324,0.6715542674064636,0.49980902671813965,0.7137677073478699,0.604623556137085,0.6847903728485107,0.6042784452438354,0.7251937389373779,0.7017598152160645,0.703696072101593,0.7023344039916992,0.7247815132141113,0.7159972190856934,0.7079943418502808,0.7170703411102295,0.7325131297111511,0.7329123020172119,0.6991220712661743,0.7342525720596313,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844804.1613333,27,0.6830023527145386,0.3044417202472687,0.6880435347557068,0.2948993444442749,0.6909817457199097,0.2946639358997345,0.6939611434936523,0.29466331005096436,0.6799420714378357,0.29548895359039307,0.6775743365287781,0.2955513000488281,0.675495445728302,0.29559287428855896,0.6999891400337219,0.2996457815170288,0.675295352935791,0.2995447814464569,0.6890341639518738,0.31417226791381836,0.679190993309021,0.3144538402557373,0.7233660817146301,0.3544842600822449,0.656855046749115,0.3601260781288147,0.7398368120193481,0.42705702781677246,0.6420232057571411,0.4331699311733246,0.7476933598518372,0.4901689887046814,0.6376928091049194,0.4963228702545166,0.7502308487892151,0.5122683048248291,0.6337761878967285,0.5157677531242371,0.7453880906105042,0.5112422108650208,0.6382044553756714,0.5143280029296875,0.7426117062568665,0.5053777694702148,0.6415054202079773,0.5085036754608154,0.713207483291626,0.4939008951187134,0.6703689694404602,0.4960436224937439,0.7082130312919617,0.601356029510498,0.6807594895362854,0.598876416683197,0.7045131921768188,0.6949979066848755,0.6903249025344849,0.6987116932868958,0.6956340670585632,0.701890766620636,0.7022401690483093,0.7134358882904053,0.7053450345993042,0.7284759283065796,0.6931973099708557,0.7323578596115112,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844804.2114837,28,0.6852192282676697,0.30672159790992737,0.6893690228462219,0.2977983355522156,0.6924285888671875,0.29793471097946167,0.6953839659690857,0.2979695200920105,0.6810827255249023,0.29780927300453186,0.6784235835075378,0.29800179600715637,0.6764988899230957,0.29835858941078186,0.6996696591377258,0.30193012952804565,0.6736783385276794,0.30323782563209534,0.6910607218742371,0.3183806538581848,0.6803582310676575,0.31824567914009094,0.7201550602912903,0.35841071605682373,0.654727041721344,0.36401647329330444,0.737139880657196,0.42865127325057983,0.6411404013633728,0.43467816710472107,0.7447847723960876,0.4932410717010498,0.6348501443862915,0.4967627227306366,0.7471709847450256,0.5160036683082581,0.6310662031173706,0.5179470777511597,0.74184650182724,0.5153837203979492,0.6343278288841248,0.5171041488647461,0.7393097877502441,0.5084993243217468,0.6377139687538147,0.5100001692771912,0.7096713185310364,0.4924786686897278,0.6685840487480164,0.49859926104545593,0.7035384178161621,0.5950560569763184,0.6793555617332458,0.5971613526344299,0.7077882289886475,0.6849936842918396,0.6948958039283752,0.6868839263916016,0.7067692279815674,0.6976218819618225,0.698823094367981,0.699233889579773,0.711776852607727,0.7155430912971497,0.6911694407463074,0.7180853486061096,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844804.2573798,29,0.6840074062347412,0.30148911476135254,0.6885674595832825,0.2921184301376343,0.6915573477745056,0.29224932193756104,0.694410502910614,0.2925336956977844,0.6799865365028381,0.29214364290237427,0.6771555542945862,0.29227396845817566,0.674774169921875,0.2925281524658203,0.6979971528053284,0.29778820276260376,0.6725508570671082,0.29909783601760864,0.6895713806152344,0.3129161298274994,0.679284930229187,0.3134163022041321,0.7186713814735413,0.358259379863739,0.6525874137878418,0.36335036158561707,0.7328484058380127,0.4297427833080292,0.6374616622924805,0.4331047236919403,0.7406546473503113,0.4938070774078369,0.6311647891998291,0.4958706796169281,0.7437300682067871,0.5163358449935913,0.6272046566009521,0.5127332806587219,0.7394506335258484,0.5168942809104919,0.6316894292831421,0.512417197227478,0.7367120981216431,0.5097388029098511,0.6344910264015198,0.5064486861228943,0.7078540325164795,0.4948651194572449,0.6665909290313721,0.500228762626648,0.6996987462043762,0.596746027469635,0.6781342625617981,0.5981478691101074,0.6924559473991394,0.6858638525009155,0.6920037269592285,0.6879928708076477,0.6764849424362183,0.6984052062034607,0.6945570707321167,0.7012858390808105,0.69466233253479,0.7174581289291382,0.6915753483772278,0.7182194590568542,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844804.3004332,30,0.682327389717102,0.30254632234573364,0.686967670917511,0.29382961988449097,0.6900759935379028,0.29383236169815063,0.6929429769515991,0.29397064447402954,0.6780989766120911,0.29379528760910034,0.6751922965049744,0.29383641481399536,0.6722104549407959,0.29391178488731384,0.6967689990997314,0.2987971603870392,0.6695917844772339,0.2985069751739502,0.6880995631217957,0.3142254948616028,0.6770864725112915,0.31441596150398254,0.7183508276939392,0.35707247257232666,0.6487233638763428,0.3600442409515381,0.7335029244422913,0.4292331635951996,0.6346047520637512,0.4274072051048279,0.739790678024292,0.49613234400749207,0.6314315795898438,0.49031370878219604,0.7422821521759033,0.518217146396637,0.629233717918396,0.510394275188446,0.7377982139587402,0.5185468792915344,0.6336214542388916,0.5102062225341797,0.7351086735725403,0.5116273164749146,0.6362448930740356,0.5040394067764282,0.7065551280975342,0.49405041337013245,0.6634906530380249,0.49819454550743103,0.695181667804718,0.5967458486557007,0.670147180557251,0.5966668128967285,0.6768586039543152,0.6880061626434326,0.6744757294654846,0.6854983568191528,0.671054482460022,0.6964108347892761,0.6790311932563782,0.6942095756530762,0.6766184568405151,0.717223048210144,0.6759231686592102,0.7165071368217468,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844804.3469503,31,0.6812400221824646,0.3032594621181488,0.6859285235404968,0.29411110281944275,0.6886589527130127,0.29417330026626587,0.6912735104560852,0.2942151427268982,0.6771606206893921,0.2943652868270874,0.6742222309112549,0.2944546937942505,0.6716859340667725,0.2944399118423462,0.6960870623588562,0.2992843985557556,0.6691004633903503,0.2988402247428894,0.6868178844451904,0.3139805793762207,0.6765437126159668,0.3140375316143036,0.7173165082931519,0.35302430391311646,0.6464614868164062,0.35894495248794556,0.7325748205184937,0.42693546414375305,0.631751537322998,0.4280547797679901,0.7373983860015869,0.4972549080848694,0.6303163170814514,0.49019989371299744,0.7402359247207642,0.5194228291511536,0.6278383135795593,0.5099890828132629,0.7343024015426636,0.5198079943656921,0.6317435503005981,0.5090171694755554,0.7312305569648743,0.5123696327209473,0.6345007419586182,0.5038024187088013,0.7057741284370422,0.497109591960907,0.6637967228889465,0.49991652369499207,0.6982895135879517,0.5957212448120117,0.6744690537452698,0.5956124663352966,0.6708723306655884,0.6927125453948975,0.6827245354652405,0.6909018754959106,0.6649050116539001,0.7002596259117126,0.6922284364700317,0.7043556571006775,0.6703342795372009,0.7238558530807495,0.687326967716217,0.7205830812454224,Sitting,compressed_sitting
adl-01-cam0-rgb,1782844804.3959734,32,0.6792903542518616,0.3014010787010193,0.6842780709266663,0.29107993841171265,0.6874318718910217,0.29118457436561584,0.6899425387382507,0.29143112897872925,0.6751609444618225,0.29124343395233154,0.6725472807884216,0.2915092408657074,0.6698892116546631,0.2918647527694702,0.6950503587722778,0.2969095706939697,0.6670780181884766,0.2981339693069458,0.6851963996887207,0.31347453594207764,0.6747302412986755,0.3140215575695038,0.7183986306190491,0.36001405119895935,0.6476846933364868,0.362437903881073,0.7296475172042847,0.4326419234275818,0.6331320405006409,0.42904895544052124,0.7365695238113403,0.49957475066185,0.6278025507926941,0.488341361284256,0.7382231950759888,0.5227652192115784,0.6251623034477234,0.5083916187286377,0.7333099246025085,0.5212368965148926,0.6296204328536987,0.5073069334030151,0.7306815981864929,0.5128509402275085,0.6324084997177124,0.5006714463233948,0.705324649810791,0.49898722767829895,0.6646230816841125,0.5018680691719055,0.6954628825187683,0.600231945514679,0.6725609302520752,0.6033786535263062,0.6821793913841248,0.683521032333374,0.6837666034698486,0.6901265382766724,0.6743519306182861,0.7007862329483032,0.6921952366828918,0.7009406685829163,0.6940204501152039,0.7145276665687561,0.6905347108840942,0.7207068204879761,Sitting,compressed_sitting
